112869,45,Альпина (Alpina),alpina-alpina,/w/alpina-alpina/112869,Сахарный,53.8427,91.4031
115559,15,Dzerzhinsky Pivovarenny Zavod (Дзержинский Пивоваренный Завод),dzerzhinsky-pivovarenny-zavod-dzerzhinskij-pivovarennyj-zavod,/w/dzerzhinsky-pivovarenny-zavod-dzerzhinskij-pivovarennyj-zavod/115559,Дзержинск,56.2471,43.4086
116251,64,Paradox,paradox,/paradox-beer,Saint Petersburg,59.9117,30.2683
116506,5,Ayan (АЯН),ayan-ayan,/w/ayan-ayan/116506,Абакан,53.7145,91.389
117770,7,Wildschweiner,wildschweiner,/w/wildschweiner/117770,Воронеж,51.6755,39.2089
119555,9,Крафтовая Пивоварня Сергея Миронова,kraftovaya-pivovarnya-sergeya-mironova,/w/kraftovaya-pivovarnya-sergeya-mironova/119555,Хвалынск,52.501,48.0923
119648,24,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),zavod-pivovarenny-morshansky-zavod-pivovarennyj-morshanskij,/w/zavod-pivovarenny-morshansky-zavod-pivovarennyj-morshanskij/119648,Morshansk,53.4337,41.8361
119794,14,Automatic Beer Station (Пивоварня ABS),automatic-beer-station-pivovarnya-abs,/w/automatic-beer-station-pivovarnya-abs/119794,Нижний Новгород,56.3213,43.9992
121612,0,Nb Brewery,nb-brewery,/NBrewery,,0.0,0.0
121776,0,Baltika Brew,baltika-brew,/w/baltika-brew/121776,Санкт-Петербург,59.9343,30.3351
121779,7,СоХо Плюс,soho-plyus,/w/soho-plyus/121779,Ozersk,55.7564,60.7126
122088,51,Пинта,pinta,/IzhPinta,Izhevsk,56.848,53.2903
122110,55,Schwarz Kaiser Brewery,schwarz-kaiser-brewery,/SchwarzKaiserBrewery,Чёлохово,55.377,38.9182
124663,3,Bar BQ Cafe,bar-bq-cafe,/w/bar-bq-cafe/124663,Москва,55.7417,37.6314
124907,23,Zlata Podkova,zlata-podkova,/w/zlata-podkova/124907,Dimitrovgrad,54.2191,49.6531
125837,6,Варвары,varvary,/w/varvary/125837,Тверь,56.8587,35.9176
126288,8,Krister,krister,/w/krister/126288,Krasnodar,45.0897,38.9126
126810,10,Беккер,bekker,/w/bekker/126810,Краснодар,45.0202,38.9899
126814,5,"Новороссийский пивоваренный завод (АО ""ПИНО"")",novorossijskij-pivovarennyj-zavod-ao-pino,/w/novorossijskij-pivovarennyj-zavod-ao-pino/126814,Novorossiysk,44.6937,37.7735
126815,6,Хадыженский Пивзавод,hadyzhenskij-pivzavod,/w/hadyzhenskij-pivzavod/126815,Khadyzhensk,44.4455,39.5278
126816,16,Tihoretsky Pivovarenny Zavod (Тихорецкий Пивоваренный Завод),tihoretsky-pivovarenny-zavod-tihoreckij-pivovarennyj-zavod,/w/tihoretsky-pivovarenny-zavod-tihoreckij-pivovarennyj-zavod/126816,Тихорецк,45.8523,40.1273
128425,3,Костромская Пивоваренная Компания,kostromskaya-pivovarennaya-kompaniya,/w/kostromskaya-pivovarennaya-kompaniya/128425,Sukhonogovo,57.5793,41.0492
128736,9,Burik Beer,burik-beer,/w/burik-beer/128736,Санкт-Петербург,59.8493,30.3966
131479,3,Bakhchysarai (Бахчисарай),bakhchysarai-bahchisaraj,/w/bakhchysarai-bahchisaraj/131479,Бахчисарай,44.7558,33.8477
131934,5,Пивоваренный Завод Орский,pivovarennyj-zavod-orskij,/w/pivovarennyj-zavod-orskij/131934,Orsk,51.2099,58.5594
131942,4,Пивоваренная Компания Прага,pivovarennaya-kompaniya-praga,/w/pivovarennaya-kompaniya-praga/131942,Котлас,61.2468,46.6618
131957,6,Полевская Пивоварня,polevskaya-pivovarnya,/w/polevskaya-pivovarnya/131957,Polevskoy,56.4825,60.2446
133426,3,Чайхона N 1,chajhona-n-1,/w/chajhona-n-1/133426,Москва,55.7558,37.6173
134906,3,Вологодский Пивоваренный Завод,vologodskij-pivovarennyj-zavod,/w/vologodskij-pivovarennyj-zavod/134906,Вологда,59.205,39.945
135208,151,Zagovor Brewery,zagovor-brewery,/ZagovorBrewery,Moscow,55.7513,37.6075
135270,7,КвасКо Боттлерз,kvasko-bottlerz,/w/kvasko-bottlerz/135270,Сасово,54.35,41.9167
135876,17,Barinoff Craft Brewery,barinoff-craft-brewery,/w/barinoff-craft-brewery/135876,Уфа,54.7321,55.9421
135877,12,XxxX Baltika Brew,xxxx-baltika-brew,/w/xxxx-baltika-brew/135877,Saint Petersburg,59.9343,30.3351
136139,7,Пивзавод Хвойнинский (Pivzavod Hvoyninsky),pivzavod-hvojninskij-pivzavod-hvoyninsky,/w/pivzavod-hvojninskij-pivzavod-hvoyninsky/136139,Хвойная,58.9,34.5
136307,5,Пивоварня Дiановъ,pivovarnya-dianov,/w/pivovarnya-dianov/136307,Nizhnebakanskaya,44.868,37.8837
136485,9,De Bassus,de-bassus,/w/de-bassus/136485,Lipetsk,52.6021,39.5755
136488,59,ПЗ Канцлеръ,pz-kancler,/kanzlerbeer,Voronezh,51.6703,39.2959
136490,10,Balagan City,balagan-city,/w/balagan-city/136490,Воронеж,51.6662,39.1919
137391,21,Nashe Pivo (Наше Пиво),nashe-pivo-nashe-pivo,/w/nashe-pivo-nashe-pivo/137391,Medvedevo,56.6331,47.8143
